"","id","block","refClass","appliance","pct_goal","rounded","state","family","state_avg","plan","value","change","state_dif"
"2018",104630,1,"Percentage","AC","10%","Rounded","Massachusetts",0,322,"plan2",500,500,178
"2019",104630,1,"Percentage","HEAT","10%","Rounded","Massachusetts",27000,19108,"plan1",20000,-7000,892
"2020",104630,1,"Percentage","HEAT","10%","Rounded","Massachusetts",27000,19108,"plan2",22000,-5000,2892
"2021",104630,1,"Percentage","WATER","10%","Rounded","Massachusetts",11000,5070,"plan1",6000,-5000,930
"2022",104630,1,"Percentage","WATER","10%","Rounded","Massachusetts",11000,5070,"plan2",7000,-4000,1930
"2023",104630,1,"Percentage","REFRIG","10%","Rounded","Massachusetts",1000,1025,"plan1",1200,200,175
"2024",104630,1,"Percentage","REFRIG","10%","Rounded","Massachusetts",1000,1025,"plan2",1200,200,175
"2025",104630,1,"Percentage","OTHER","10%","Rounded","Massachusetts",7000,6682,"plan1",7000,0,318
"2026",104630,1,"Percentage","OTHER","10%","Rounded","Massachusetts",7000,6682,"plan2",6000,-1000,-682
"2027",104630,1,"Percentage","TOTAL","10%","Rounded","Massachusetts",46000,32207,"plan1",27600,-18400,-4607
"2028",104630,1,"Percentage","TOTAL","10%","Rounded","Massachusetts",46000,32207,"plan2",36700,-9300,4493
"2029",104630,2,"Percentage","AC","15%","Not Rounded","Texas",6573,4249,"plan1",3000,-3573,-1249
"2030",104630,2,"Percentage","AC","15%","Not Rounded","Texas",6573,4249,"plan2",4000,-2573,-249
"2031",104630,2,"Percentage","HEAT","15%","Not Rounded","Texas",6118,5099,"plan1",5000,-1118,-99
"2032",104630,2,"Percentage","HEAT","15%","Not Rounded","Texas",6118,5099,"plan2",5000,-1118,-99
"2033",104630,2,"Percentage","WATER","15%","Not Rounded","Texas",5257,4396,"plan1",5500,243,1104
"2034",104630,2,"Percentage","WATER","15%","Not Rounded","Texas",5257,4396,"plan2",5500,243,1104
"2035",104630,2,"Percentage","REFRIG","15%","Not Rounded","Texas",2639,1318,"plan1",2500,-139,1182
"2036",104630,2,"Percentage","REFRIG","15%","Not Rounded","Texas",2639,1318,"plan2",2400,-239,1082
"2037",104630,2,"Percentage","OTHER","15%","Not Rounded","Texas",8459,7883,"plan1",8700,241,817
"2038",104630,2,"Percentage","OTHER","15%","Not Rounded","Texas",8459,7883,"plan2",8700,241,817
"2039",104630,2,"Percentage","TOTAL","15%","Not Rounded","Texas",29046,22945,"plan1",24700,-4346,1755
"2040",104630,2,"Percentage","TOTAL","15%","Not Rounded","Texas",29046,22945,"plan2",25600,-3446,2655
"2041",104733,1,"kWh","AC","15%","Not Rounded","Texas",6573,4249,"plan1",5000,-1573,751
"2042",104733,1,"kWh","AC","15%","Not Rounded","Texas",6573,4249,"plan2",3000,-3573,-1249
"2043",104733,1,"kWh","HEAT","15%","Not Rounded","Texas",6118,5099,"plan1",2500,-3618,-2599
"2044",104733,1,"kWh","HEAT","15%","Not Rounded","Texas",6118,5099,"plan2",2000,-4118,-3099
"2045",104733,1,"kWh","WATER","15%","Not Rounded","Texas",5257,4396,"plan1",2500,-2757,-1896
"2046",104733,1,"kWh","WATER","15%","Not Rounded","Texas",5257,4396,"plan2",2000,-3257,-2396
"2047",104733,1,"kWh","REFRIG","15%","Not Rounded","Texas",2639,1318,"plan1",1500,-1139,182
"2048",104733,1,"kWh","REFRIG","15%","Not Rounded","Texas",2639,1318,"plan2",1000,-1639,-318
"2049",104733,1,"kWh","OTHER","15%","Not Rounded","Texas",8459,7883,"plan1",7088,-1371,-795
"2050",104733,1,"kWh","OTHER","15%","Not Rounded","Texas",8459,7883,"plan2",6231,-2228,-1652
"2051",104733,1,"kWh","TOTAL","15%","Not Rounded","Texas",29046,22945,"plan1",18588,-10458,-4357
"2052",104733,1,"kWh","TOTAL","15%","Not Rounded","Texas",29046,22945,"plan2",14231,-14815,-8714
"2053",104733,2,"kWh","AC","10%","Rounded","Massachusetts",0,322,"plan1",200,200,-122
"2054",104733,2,"kWh","AC","10%","Rounded","Massachusetts",0,322,"plan2",100,100,-222
"2055",104733,2,"kWh","HEAT","10%","Rounded","Massachusetts",27000,19108,"plan1",15000,-12000,-4108
"2056",104733,2,"kWh","HEAT","10%","Rounded","Massachusetts",27000,19108,"plan2",15000,-12000,-4108
"2057",104733,2,"kWh","WATER","10%","Rounded","Massachusetts",11000,5070,"plan1",7500,-3500,2430
"2058",104733,2,"kWh","WATER","10%","Rounded","Massachusetts",11000,5070,"plan2",5000,-6000,-70
"2059",104733,2,"kWh","REFRIG","10%","Rounded","Massachusetts",1000,1025,"plan1",1000,0,-25
"2060",104733,2,"kWh","REFRIG","10%","Rounded","Massachusetts",1000,1025,"plan2",1000,0,-25
"2061",104733,2,"kWh","OTHER","10%","Rounded","Massachusetts",7000,6682,"plan1",3907,-3093,-2775
"2062",104733,2,"kWh","OTHER","10%","Rounded","Massachusetts",7000,6682,"plan2",3900,-3100,-2782
"2063",104733,2,"kWh","TOTAL","10%","Rounded","Massachusetts",46000,32207,"plan1",27607,-18393,-4600
"2064",104733,2,"kWh","TOTAL","10%","Rounded","Massachusetts",46000,32207,"plan2",25000,-21000,-7207
"2065",105331,1,"Percentage","AC","15%","Not Rounded","California",2581,1289,"plan1",2000,-581,711
"2066",105331,1,"Percentage","AC","15%","Not Rounded","California",2581,1289,"plan2",1500,-1081,211
"2067",105331,1,"Percentage","HEAT","15%","Not Rounded","California",6157,5597,"plan1",5500,-657,-97
"2068",105331,1,"Percentage","HEAT","15%","Not Rounded","California",6157,5597,"plan2",6000,-157,403
"2069",105331,1,"Percentage","WATER","15%","Not Rounded","California",5061,4601,"plan1",4500,-561,-101
"2070",105331,1,"Percentage","WATER","15%","Not Rounded","California",5061,4601,"plan2",4000,-1061,-601
"2071",105331,1,"Percentage","REFRIG","15%","Not Rounded","California",1266,1055,"plan1",800,-466,-255
"2072",105331,1,"Percentage","REFRIG","15%","Not Rounded","California",1266,1055,"plan2",1000,-266,-55
"2073",105331,1,"Percentage","OTHER","15%","Not Rounded","California",7608,6916,"plan1",6000,-1608,-916
"2074",105331,1,"Percentage","OTHER","15%","Not Rounded","California",7608,6916,"plan2",6000,-1608,-916
"2075",105331,1,"Percentage","TOTAL","15%","Not Rounded","California",22673,19458,"plan1",NA,NA,NA
"2076",105331,1,"Percentage","TOTAL","15%","Not Rounded","California",22673,19458,"plan2",NA,NA,NA
"2077",105331,2,"Percentage","AC","10%","Rounded","Colorado",1000,498,"plan1",600,-400,102
"2078",105331,2,"Percentage","AC","10%","Rounded","Colorado",1000,498,"plan2",400,-600,-98
"2079",105331,2,"Percentage","HEAT","10%","Rounded","Colorado",18000,16411,"plan1",12000,-6000,-4411
"2080",105331,2,"Percentage","HEAT","10%","Rounded","Colorado",18000,16411,"plan2",13000,-5000,-3411
"2081",105331,2,"Percentage","WATER","10%","Rounded","Colorado",12000,5832,"plan1",8000,-4000,2168
"2082",105331,2,"Percentage","WATER","10%","Rounded","Colorado",12000,5832,"plan2",7000,-5000,1168
"2083",105331,2,"Percentage","REFRIG","10%","Rounded","Colorado",1000,1142,"plan1",800,-200,-342
"2084",105331,2,"Percentage","REFRIG","10%","Rounded","Colorado",1000,1142,"plan2",800,-200,-342
"2085",105331,2,"Percentage","OTHER","10%","Rounded","Colorado",8000,6652,"plan1",4000,-4000,-2652
"2086",105331,2,"Percentage","OTHER","10%","Rounded","Colorado",8000,6652,"plan2",4000,-4000,-2652
"2087",105331,2,"Percentage","TOTAL","10%","Rounded","Colorado",40000,30535,"plan1",25400,-14600,-5135
"2088",105331,2,"Percentage","TOTAL","10%","Rounded","Colorado",40000,30535,"plan2",25200,-14800,-5335
"2089",105431,1,"kWh","AC","10%","Rounded","Massachusetts",0,322,"plan1",5879,5879,5557
"2090",105431,1,"kWh","AC","10%","Rounded","Massachusetts",0,322,"plan2",4789,4789,4467
"2091",105431,1,"kWh","HEAT","10%","Rounded","Massachusetts",27000,19108,"plan1",8794,-18206,-10314
"2092",105431,1,"kWh","HEAT","10%","Rounded","Massachusetts",27000,19108,"plan2",9865,-17135,-9243
"2093",105431,1,"kWh","WATER","10%","Rounded","Massachusetts",11000,5070,"plan1",6578,-4422,1508
"2094",105431,1,"kWh","WATER","10%","Rounded","Massachusetts",11000,5070,"plan2",7845,-3155,2775
"2095",105431,1,"kWh","REFRIG","10%","Rounded","Massachusetts",1000,1025,"plan1",7698,6698,6673
"2096",105431,1,"kWh","REFRIG","10%","Rounded","Massachusetts",1000,1025,"plan2",7456,6456,6431
"2097",105431,1,"kWh","OTHER","10%","Rounded","Massachusetts",7000,6682,"plan1",7412,412,730
"2098",105431,1,"kWh","OTHER","10%","Rounded","Massachusetts",7000,6682,"plan2",7632,632,950
"2099",105431,1,"kWh","TOTAL","10%","Rounded","Massachusetts",46000,32207,"plan1",36361,-9639,4154
"2100",105431,1,"kWh","TOTAL","10%","Rounded","Massachusetts",46000,32207,"plan2",37587,-8413,5380
"2101",105431,2,"kWh","AC","15%","Not Rounded","California",2581,1289,"plan1",7548,4967,6259
"2102",105431,2,"kWh","AC","15%","Not Rounded","California",2581,1289,"plan2",7946,5365,6657
"2103",105431,2,"kWh","HEAT","15%","Not Rounded","California",6157,5597,"plan1",6321,164,724
"2104",105431,2,"kWh","HEAT","15%","Not Rounded","California",6157,5597,"plan2",8523,2366,2926
"2105",105431,2,"kWh","WATER","15%","Not Rounded","California",5061,4601,"plan1",8562,3501,3961
"2106",105431,2,"kWh","WATER","15%","Not Rounded","California",5061,4601,"plan2",8745,3684,4144
"2107",105431,2,"kWh","REFRIG","15%","Not Rounded","California",1266,1055,"plan1",7413,6147,6358
"2108",105431,2,"kWh","REFRIG","15%","Not Rounded","California",1266,1055,"plan2",9632,8366,8577
"2109",105431,2,"kWh","OTHER","15%","Not Rounded","California",7608,6916,"plan1",9654,2046,2738
"2110",105431,2,"kWh","OTHER","15%","Not Rounded","California",7608,6916,"plan2",8769,1161,1853
"2111",105431,2,"kWh","TOTAL","15%","Not Rounded","California",22673,19458,"plan1",39498,16825,20040
"2112",105431,2,"kWh","TOTAL","15%","Not Rounded","California",22673,19458,"plan2",43615,20942,24157
"2113",105808,1,"USD","AC","10%","Rounded","Texas",7000,4249,"plan1",4000,-3000,-249
"2114",105808,1,"USD","AC","10%","Rounded","Texas",7000,4249,"plan2",5000,-2000,751
"2115",105808,1,"USD","HEAT","10%","Rounded","Texas",6000,5099,"plan1",2567,-3433,-2532
"2116",105808,1,"USD","HEAT","10%","Rounded","Texas",6000,5099,"plan2",3499,-2501,-1600
"2117",105808,1,"USD","WATER","10%","Rounded","Texas",5000,4396,"plan1",4770,-230,374
"2118",105808,1,"USD","WATER","10%","Rounded","Texas",5000,4396,"plan2",6000,1000,1604
"2119",105808,1,"USD","REFRIG","10%","Rounded","Texas",3000,1318,"plan1",2500,-500,1182
"2120",105808,1,"USD","REFRIG","10%","Rounded","Texas",3000,1318,"plan2",3000,0,1682
"2121",105808,1,"USD","OTHER","10%","Rounded","Texas",8000,7883,"plan1",7500,-500,-383
"2122",105808,1,"USD","OTHER","10%","Rounded","Texas",8000,7883,"plan2",6789,-1211,-1094
"2123",105808,1,"USD","TOTAL","10%","Rounded","Texas",29000,22945,"plan1",21337,-7663,-1608
"2124",105808,1,"USD","TOTAL","10%","Rounded","Texas",29000,22945,"plan2",24288,-4712,1343
"2125",105808,2,"USD","AC","15%","Not Rounded","Massachusetts",419,322,"plan1",456,37,134
"2126",105808,2,"USD","AC","15%","Not Rounded","Massachusetts",419,322,"plan2",432,13,110
"2127",105808,2,"USD","HEAT","15%","Not Rounded","Massachusetts",26751,19108,"plan1",2200,-24551,-16908
"2128",105808,2,"USD","HEAT","15%","Not Rounded","Massachusetts",26751,19108,"plan2",15000,-11751,-4108
"2129",105808,2,"USD","WATER","15%","Not Rounded","Massachusetts",10543,5070,"plan1",8905,-1638,3835
"2130",105808,2,"USD","WATER","15%","Not Rounded","Massachusetts",10543,5070,"plan2",3675,-6868,-1395
"2131",105808,2,"USD","REFRIG","15%","Not Rounded","Massachusetts",1230,1025,"plan1",1354,124,329
"2132",105808,2,"USD","REFRIG","15%","Not Rounded","Massachusetts",1230,1025,"plan2",1564,334,539
"2133",105808,2,"USD","OTHER","15%","Not Rounded","Massachusetts",7350,6682,"plan1",6473,-877,-209
"2134",105808,2,"USD","OTHER","15%","Not Rounded","Massachusetts",7350,6682,"plan2",4564,-2786,-2118
"2135",105808,2,"USD","TOTAL","15%","Not Rounded","Massachusetts",46293,32207,"plan1",39188,-7105,6981
"2136",105808,2,"USD","TOTAL","15%","Not Rounded","Massachusetts",46293,32207,"plan2",25235,-21058,-6972
"2137",110923,1,"USD","AC","10%","Rounded","Massachusetts",0,322,"plan1",1,1,-321
"2138",110923,1,"USD","AC","10%","Rounded","Massachusetts",0,322,"plan2",1,1,-321
"2139",110923,1,"USD","HEAT","10%","Rounded","Massachusetts",27000,19108,"plan1",26000,-1000,6892
"2140",110923,1,"USD","HEAT","10%","Rounded","Massachusetts",27000,19108,"plan2",25900,-1100,6792
"2141",110923,1,"USD","WATER","10%","Rounded","Massachusetts",11000,5070,"plan1",10000,-1000,4930
"2142",110923,1,"USD","WATER","10%","Rounded","Massachusetts",11000,5070,"plan2",9000,-2000,3930
"2143",110923,1,"USD","REFRIG","10%","Rounded","Massachusetts",1000,1025,"plan1",999,-1,-26
"2144",110923,1,"USD","REFRIG","10%","Rounded","Massachusetts",1000,1025,"plan2",999,-1,-26
"2145",110923,1,"USD","OTHER","10%","Rounded","Massachusetts",7000,6682,"plan1",4400,-2600,-2282
"2146",110923,1,"USD","OTHER","10%","Rounded","Massachusetts",7000,6682,"plan2",5500,-1500,-1182
"2147",110923,1,"USD","TOTAL","10%","Rounded","Massachusetts",46000,32207,"plan1",41400,-4600,9193
"2148",110923,1,"USD","TOTAL","10%","Rounded","Massachusetts",46000,32207,"plan2",41400,-4600,9193
"2149",110923,2,"USD","AC","15%","Not Rounded","California",2581,1289,"plan1",2000,-581,711
"2150",110923,2,"USD","AC","15%","Not Rounded","California",2581,1289,"plan2",2000,-581,711
"2151",110923,2,"USD","HEAT","15%","Not Rounded","California",6157,5597,"plan1",5500,-657,-97
"2152",110923,2,"USD","HEAT","15%","Not Rounded","California",6157,5597,"plan2",5000,-1157,-597
"2153",110923,2,"USD","WATER","15%","Not Rounded","California",5061,4601,"plan1",3507,-1554,-1094
"2154",110923,2,"USD","WATER","15%","Not Rounded","California",5061,4601,"plan2",4000,-1061,-601
"2155",110923,2,"USD","REFRIG","15%","Not Rounded","California",1266,1055,"plan1",1266,0,211
"2156",110923,2,"USD","REFRIG","15%","Not Rounded","California",1266,1055,"plan2",1266,0,211
"2157",110923,2,"USD","OTHER","15%","Not Rounded","California",7608,6916,"plan1",7000,-608,84
"2158",110923,2,"USD","OTHER","15%","Not Rounded","California",7608,6916,"plan2",7007,-601,91
"2159",110923,2,"USD","TOTAL","15%","Not Rounded","California",22673,19458,"plan1",19273,-3400,-185
"2160",110923,2,"USD","TOTAL","15%","Not Rounded","California",22673,19458,"plan2",19273,-3400,-185
"2161",110943,1,"kWh","AC","15%","Rounded","Colorado",1000,498,"plan1",1000,0,502
"2162",110943,1,"kWh","AC","15%","Rounded","Colorado",1000,498,"plan2",1000,0,502
"2163",110943,1,"kWh","HEAT","15%","Rounded","Colorado",18000,16411,"plan1",18000,0,1589
"2164",110943,1,"kWh","HEAT","15%","Rounded","Colorado",18000,16411,"plan2",16000,-2000,-411
"2165",110943,1,"kWh","WATER","15%","Rounded","Colorado",12000,5832,"plan1",6000,-6000,168
"2166",110943,1,"kWh","WATER","15%","Rounded","Colorado",12000,5832,"plan2",10000,-2000,4168
"2167",110943,1,"kWh","REFRIG","15%","Rounded","Colorado",1000,1142,"plan1",1000,0,-142
"2168",110943,1,"kWh","REFRIG","15%","Rounded","Colorado",1000,1142,"plan2",1000,0,-142
"2169",110943,1,"kWh","OTHER","15%","Rounded","Colorado",8000,6652,"plan1",8000,0,1348
"2170",110943,1,"kWh","OTHER","15%","Rounded","Colorado",8000,6652,"plan2",6000,-2000,-652
"2171",110943,1,"kWh","TOTAL","15%","Rounded","Colorado",40000,30535,"plan1",34000,-6000,3465
"2172",110943,1,"kWh","TOTAL","15%","Rounded","Colorado",40000,30535,"plan2",34000,-6000,3465
"2173",110943,2,"kWh","AC","10%","Not Rounded","California",2581,1289,"plan1",1172,-1409,-117
"2174",110943,2,"kWh","AC","10%","Not Rounded","California",2581,1289,"plan2",2500,-81,1211
"2175",110943,2,"kWh","HEAT","10%","Not Rounded","California",6157,5597,"plan1",5600,-557,3
"2176",110943,2,"kWh","HEAT","10%","Not Rounded","California",6157,5597,"plan2",4272,-1885,-1325
"2177",110943,2,"kWh","WATER","10%","Not Rounded","California",5061,4601,"plan1",4600,-461,-1
"2178",110943,2,"kWh","WATER","10%","Not Rounded","California",5061,4601,"plan2",4600,-461,-1
"2179",110943,2,"kWh","REFRIG","10%","Not Rounded","California",1266,1055,"plan1",1000,-266,-55
"2180",110943,2,"kWh","REFRIG","10%","Not Rounded","California",1266,1055,"plan2",1000,-266,-55
"2181",110943,2,"kWh","OTHER","10%","Not Rounded","California",7608,6916,"plan1",6900,-708,-16
"2182",110943,2,"kWh","OTHER","10%","Not Rounded","California",7608,6916,"plan2",6900,-708,-16
"2183",110943,2,"kWh","TOTAL","10%","Not Rounded","California",22673,19458,"plan1",19272,-3401,-186
"2184",110943,2,"kWh","TOTAL","10%","Not Rounded","California",22673,19458,"plan2",19272,-3401,-186
"2185",111702,1,"USD","AC","15%","Rounded","Colorado",1000,498,"plan1",600,-400,102
"2186",111702,1,"USD","AC","15%","Rounded","Colorado",1000,498,"plan2",800,-200,302
"2187",111702,1,"USD","HEAT","15%","Rounded","Colorado",18000,16411,"plan1",10000,-8000,-6411
"2188",111702,1,"USD","HEAT","15%","Rounded","Colorado",18000,16411,"plan2",8000,-10000,-8411
"2189",111702,1,"USD","WATER","15%","Rounded","Colorado",12000,5832,"plan1",6000,-6000,168
"2190",111702,1,"USD","WATER","15%","Rounded","Colorado",12000,5832,"plan2",3000,-9000,-2832
"2191",111702,1,"USD","REFRIG","15%","Rounded","Colorado",1000,1142,"plan1",500,-500,-642
"2192",111702,1,"USD","REFRIG","15%","Rounded","Colorado",1000,1142,"plan2",600,-400,-542
"2193",111702,1,"USD","OTHER","15%","Rounded","Colorado",8000,6652,"plan1",4000,-4000,-2652
"2194",111702,1,"USD","OTHER","15%","Rounded","Colorado",8000,6652,"plan2",3000,-5000,-3652
"2195",111702,1,"USD","TOTAL","15%","Rounded","Colorado",40000,30535,"plan1",21100,-18900,-9435
"2196",111702,1,"USD","TOTAL","15%","Rounded","Colorado",40000,30535,"plan2",15400,-24600,-15135
"2197",111702,2,"USD","AC","10%","Not Rounded","Texas",6573,4249,"plan1",3000,-3573,-1249
"2198",111702,2,"USD","AC","10%","Not Rounded","Texas",6573,4249,"plan2",1500,-5073,-2749
"2199",111702,2,"USD","HEAT","10%","Not Rounded","Texas",6118,5099,"plan1",3500,-2618,-1599
"2200",111702,2,"USD","HEAT","10%","Not Rounded","Texas",6118,5099,"plan2",2000,-4118,-3099
"2201",111702,2,"USD","WATER","10%","Not Rounded","Texas",5257,4396,"plan1",2000,-3257,-2396
"2202",111702,2,"USD","WATER","10%","Not Rounded","Texas",5257,4396,"plan2",2000,-3257,-2396
"2203",111702,2,"USD","REFRIG","10%","Not Rounded","Texas",2639,1318,"plan1",1000,-1639,-318
"2204",111702,2,"USD","REFRIG","10%","Not Rounded","Texas",2639,1318,"plan2",1500,-1139,182
"2205",111702,2,"USD","OTHER","10%","Not Rounded","Texas",8459,7883,"plan1",4500,-3959,-3383
"2206",111702,2,"USD","OTHER","10%","Not Rounded","Texas",8459,7883,"plan2",3500,-4959,-4383
"2207",111702,2,"USD","TOTAL","10%","Not Rounded","Texas",29046,22945,"plan1",14000,-15046,-8945
"2208",111702,2,"USD","TOTAL","10%","Not Rounded","Texas",29046,22945,"plan2",10500,-18546,-12445
"2209",112242,1,"Percentage","AC","15%","Not Rounded","Massachusetts",419,322,"plan1",322,-97,0
"2210",112242,1,"Percentage","AC","15%","Not Rounded","Massachusetts",419,322,"plan2",300,-119,-22
"2211",112242,1,"Percentage","HEAT","15%","Not Rounded","Massachusetts",26751,19108,"plan1",19000,-7751,-108
"2212",112242,1,"Percentage","HEAT","15%","Not Rounded","Massachusetts",26751,19108,"plan2",20500,-6251,1392
"2213",112242,1,"Percentage","WATER","15%","Not Rounded","Massachusetts",10543,5070,"plan1",5000,-5543,-70
"2214",112242,1,"Percentage","WATER","15%","Not Rounded","Massachusetts",10543,5070,"plan2",6000,-4543,930
"2215",112242,1,"Percentage","REFRIG","15%","Not Rounded","Massachusetts",1230,1025,"plan1",1000,-230,-25
"2216",112242,1,"Percentage","REFRIG","15%","Not Rounded","Massachusetts",1230,1025,"plan2",850,-380,-175
"2217",112242,1,"Percentage","OTHER","15%","Not Rounded","Massachusetts",7350,6682,"plan1",6500,-850,-182
"2218",112242,1,"Percentage","OTHER","15%","Not Rounded","Massachusetts",7350,6682,"plan2",5000,-2350,-1682
"2219",112242,1,"Percentage","TOTAL","15%","Not Rounded","Massachusetts",46293,32207,"plan1",31822,-14471,-385
"2220",112242,1,"Percentage","TOTAL","15%","Not Rounded","Massachusetts",46293,32207,"plan2",32650,-13643,443
"2221",112242,2,"Percentage","AC","10%","Rounded","California",3000,1289,"plan1",1100,-1900,-189
"2222",112242,2,"Percentage","AC","10%","Rounded","California",3000,1289,"plan2",1200,-1800,-89
"2223",112242,2,"Percentage","HEAT","10%","Rounded","California",6000,5597,"plan1",5500,-500,-97
"2224",112242,2,"Percentage","HEAT","10%","Rounded","California",6000,5597,"plan2",5700,-300,103
"2225",112242,2,"Percentage","WATER","10%","Rounded","California",5000,4601,"plan1",4600,-400,-1
"2226",112242,2,"Percentage","WATER","10%","Rounded","California",5000,4601,"plan2",4500,-500,-101
"2227",112242,2,"Percentage","REFRIG","10%","Rounded","California",1000,1055,"plan1",1000,0,-55
"2228",112242,2,"Percentage","REFRIG","10%","Rounded","California",1000,1055,"plan2",1000,0,-55
"2229",112242,2,"Percentage","OTHER","10%","Rounded","California",8000,6916,"plan1",6700,-1300,-216
"2230",112242,2,"Percentage","OTHER","10%","Rounded","California",8000,6916,"plan2",6900,-1100,-16
"2231",112242,2,"Percentage","TOTAL","10%","Rounded","California",23000,19458,"plan1",18900,-4100,-558
"2232",112242,2,"Percentage","TOTAL","10%","Rounded","California",23000,19458,"plan2",19300,-3700,-158
"2233",112917,1,"USD","AC","15%","Not Rounded","California",2581,1289,"plan1",2000,-581,711
"2234",112917,1,"USD","AC","15%","Not Rounded","California",2581,1289,"plan2",2000,-581,711
"2235",112917,1,"USD","HEAT","15%","Not Rounded","California",6157,5597,"plan1",5000,-1157,-597
"2236",112917,1,"USD","HEAT","15%","Not Rounded","California",6157,5597,"plan2",4000,-2157,-1597
"2237",112917,1,"USD","WATER","15%","Not Rounded","California",5061,4601,"plan1",4000,-1061,-601
"2238",112917,1,"USD","WATER","15%","Not Rounded","California",5061,4601,"plan2",5000,-61,399
"2239",112917,1,"USD","REFRIG","15%","Not Rounded","California",1266,1055,"plan1",1000,-266,-55
"2240",112917,1,"USD","REFRIG","15%","Not Rounded","California",1266,1055,"plan2",1000,-266,-55
"2241",112917,1,"USD","OTHER","15%","Not Rounded","California",7608,6916,"plan1",6000,-1608,-916
"2242",112917,1,"USD","OTHER","15%","Not Rounded","California",7608,6916,"plan2",6000,-1608,-916
"2243",112917,1,"USD","TOTAL","15%","Not Rounded","California",22673,19458,"plan1",18000,-4673,-1458
"2244",112917,1,"USD","TOTAL","15%","Not Rounded","California",22673,19458,"plan2",18000,-4673,-1458
"2245",112917,2,"USD","AC","10%","Rounded","Massachusetts",0,322,"plan1",1,1,-321
"2246",112917,2,"USD","AC","10%","Rounded","Massachusetts",0,322,"plan2",1,1,-321
"2247",112917,2,"USD","HEAT","10%","Rounded","Massachusetts",27000,19108,"plan1",22000,-5000,2892
"2248",112917,2,"USD","HEAT","10%","Rounded","Massachusetts",27000,19108,"plan2",20000,-7000,892
"2249",112917,2,"USD","WATER","10%","Rounded","Massachusetts",11000,5070,"plan1",11000,0,5930
"2250",112917,2,"USD","WATER","10%","Rounded","Massachusetts",11000,5070,"plan2",11000,0,5930
"2251",112917,2,"USD","REFRIG","10%","Rounded","Massachusetts",1000,1025,"plan1",1000,0,-25
"2252",112917,2,"USD","REFRIG","10%","Rounded","Massachusetts",1000,1025,"plan2",1000,0,-25
"2253",112917,2,"USD","OTHER","10%","Rounded","Massachusetts",7000,6682,"plan1",7000,0,318
"2254",112917,2,"USD","OTHER","10%","Rounded","Massachusetts",7000,6682,"plan2",7000,0,318
"2255",112917,2,"USD","TOTAL","10%","Rounded","Massachusetts",46000,32207,"plan1",41001,-4999,8794
"2256",112917,2,"USD","TOTAL","10%","Rounded","Massachusetts",46000,32207,"plan2",39001,-6999,6794
"2257",113011,1,"Percentage","AC","15%","Not Rounded","California",2581,1289,"plan1",3000,419,1711
"2258",113011,1,"Percentage","AC","15%","Not Rounded","California",2581,1289,"plan2",1200,-1381,-89
"2259",113011,1,"Percentage","HEAT","15%","Not Rounded","California",6157,5597,"plan1",5000,-1157,-597
"2260",113011,1,"Percentage","HEAT","15%","Not Rounded","California",6157,5597,"plan2",2600,-3557,-2997
"2261",113011,1,"Percentage","WATER","15%","Not Rounded","California",5061,4601,"plan1",3000,-2061,-1601
"2262",113011,1,"Percentage","WATER","15%","Not Rounded","California",5061,4601,"plan2",1500,-3561,-3101
"2263",113011,1,"Percentage","REFRIG","15%","Not Rounded","California",1266,1055,"plan1",1000,-266,-55
"2264",113011,1,"Percentage","REFRIG","15%","Not Rounded","California",1266,1055,"plan2",900,-366,-155
"2265",113011,1,"Percentage","OTHER","15%","Not Rounded","California",7608,6916,"plan1",8000,392,1084
"2266",113011,1,"Percentage","OTHER","15%","Not Rounded","California",7608,6916,"plan2",3600,-4008,-3316
"2267",113011,1,"Percentage","TOTAL","15%","Not Rounded","California",22673,19458,"plan1",20000,-2673,542
"2268",113011,1,"Percentage","TOTAL","15%","Not Rounded","California",22673,19458,"plan2",9800,-12873,-9658
"2269",113011,2,"Percentage","AC","10%","Rounded","Massachusetts",0,322,"plan1",3000,3000,2678
"2270",113011,2,"Percentage","AC","10%","Rounded","Massachusetts",0,322,"plan2",1500,1500,1178
"2271",113011,2,"Percentage","HEAT","10%","Rounded","Massachusetts",27000,19108,"plan1",20000,-7000,892
"2272",113011,2,"Percentage","HEAT","10%","Rounded","Massachusetts",27000,19108,"plan2",15000,-12000,-4108
"2273",113011,2,"Percentage","WATER","10%","Rounded","Massachusetts",11000,5070,"plan1",10000,-1000,4930
"2274",113011,2,"Percentage","WATER","10%","Rounded","Massachusetts",11000,5070,"plan2",6000,-5000,930
"2275",113011,2,"Percentage","REFRIG","10%","Rounded","Massachusetts",1000,1025,"plan1",900,-100,-125
"2276",113011,2,"Percentage","REFRIG","10%","Rounded","Massachusetts",1000,1025,"plan2",700,-300,-325
"2277",113011,2,"Percentage","OTHER","10%","Rounded","Massachusetts",7000,6682,"plan1",7000,0,318
"2278",113011,2,"Percentage","OTHER","10%","Rounded","Massachusetts",7000,6682,"plan2",6000,-1000,-682
"2279",113011,2,"Percentage","TOTAL","10%","Rounded","Massachusetts",46000,32207,"plan1",40900,-5100,8693
"2280",113011,2,"Percentage","TOTAL","10%","Rounded","Massachusetts",46000,32207,"plan2",29200,-16800,-3007
"2281",113020,1,"kWh","AC","10%","Not Rounded","California",2581,1289,"plan1",1000,-1581,-289
"2282",113020,1,"kWh","AC","10%","Not Rounded","California",2581,1289,"plan2",2300,-281,1011
